AQI,AirQuality,CO,MonitoringStations,NO2,O31,O38,PM10,PM25,SO2,name,pollutants
53,良,0.8,顺城区,52,41,54,_,37,28,抚顺,细颗粒物(PM2.5)
63,良,0.7,东洲区,62,30,46,48,45,43,抚顺,细颗粒物(PM2.5)
114,轻度污染,0.4,东苑,6,70,70,178,13,3,阜新,颗粒物(PM10)
91,良,0.3,玉龙新城,9,72,71,132,11,4,阜新,颗粒物(PM10)
57,良,0.8,新抚区,60,33,43,64,36,42,抚顺,颗粒物(PM10)
42,优,0.5,大伙房水库,25,59,63,42,29,14,抚顺,_
44,优,0.5,富春二小,16,99,107,44,19,10,富阳,_
50,优,0.6,市监测站,38,93,94,47,35,4,阜阳,_
46,优,0.4,开发区,33,96,92,45,32,16,阜阳,_
54,良,0.5,阜阳职业技术学院,23,110,108,51,38,6,阜阳,细颗粒物(PM2.5)
46,优,0.6,鼓山,20,71,55,46,24,7,福州,_
54,良,0.7,师大,30,65,69,58,29,5,福州,颗粒物(PM10)
51,良,0.6,五四北路,30,60,59,52,27,6,福州,颗粒物(PM10)
46,优,0.7,杨桥西路,21,69,69,46,24,9,福州,_
50,优,0.6,紫阳,27,56,56,50,30,10,福州,_
36,优,0.8,九龙,14,72,78,36,25,6,福州,_
30,优,1.0,监测站,19,96,82,_,18,4,甘南州,_
63,良,1.3,桐源党溪,27,73,79,75,33,15,抚州,颗粒物(PM10)
52,良,1.4,市站,75,35,73,53,35,17,抚州,颗粒物(PM10)
52,良,0.8,血防站,28,68,74,48,36,21,抚州,细颗粒物(PM2.5)
53,良,1.1,采茶剧团,33,64,72,55,32,19,抚州,颗粒物(PM10)
53,良,0.6,医学分院,20,85,83,50,37,23,抚州,细颗粒物(PM2.5)
46,优,1.2,通天岩,9,107,103,45,32,6,赣州,_
65,良,1.6,地委,18,83,86,48,47,19,赣州,细颗粒物(PM2.5)
59,良,1.6,气象台,18,84,90,53,42,13,赣州,细颗粒物(PM2.5)
49,优,1.2,市图书馆,18,87,89,47,34,11,赣州,_
54,良,1.5,华坚鞋城,36,75,92,58,34,1,赣州,颗粒物(PM10)
59,良,0.7,水桥子,9,52,46,67,15,24,甘孜州,颗粒物(PM10)
49,优,0.6,州环保局,1,109,97,41,34,2,甘孜州,_
50,优,0.4,州环保局,9,47,41,50,19,5,甘孜藏族自治州,_
69,良,0.5,小平旧居,14,118,91,88,33,13,广安,颗粒物(PM10)
90,良,0.8,市委,33,95,76,129,56,16,广安,颗粒物(PM10)
46,优,0.7,黑石坡,25,78,65,46,27,12,广元,_
59,良,0.8,老城,51,63,50,68,5,18,广元,颗粒物(PM10)
43,优,1.0,南坝,53,44,50,43,13,17,广元,_
55,良,0.9,监测站,45,60,45,52,39,10,广元,细颗粒物(PM2.5)
73,良,0.8,友谊中学,23,99,70,93,53,15,广安,细颗粒物(PM2.5)
70,良,0.6,广电花园,33,86,68,89,31,13,广安,颗粒物(PM10)
75,良,0.7,北辰小学,29,95,71,85,55,14,广安,细颗粒物(PM2.5)
74,良,1.3,广雅中学,75,14,29,76,54,13,广州,细颗粒物(PM2.5)
72,良,1.2,市五中,67,19,40,66,52,13,广州,细颗粒物(PM2.5)
57,良,0.9,广东商学院,41,43,48,55,40,8,广州,细颗粒物(PM2.5)
62,良,0.9,市八十六中,46,36,48,61,44,7,广州,细颗粒物(PM2.5)
64,良,1.0,番禺中学,52,40,48,56,46,12,广州,细颗粒物(PM2.5)
52,良,0.6,德智高中,14,93,93,49,36,9,贵港,细颗粒物(PM2.5)
53,良,0.7,江南子站　,19,91,85,56,35,11,贵港,颗粒物(PM10)
57,良,0.8,贵城子站,27,_,74,62,40,13,贵港,细颗粒物(PM2.5)
54,良,0.8,荷城子站,35,61,64,58,_,_,贵港,颗粒物(PM10)
59,良,0.8,花都师范,32,56,56,61,42,7,广州,细颗粒物(PM2.5)
68,良,1.3,市监测站,72,14,28,62,49,13,广州,细颗粒物(PM2.5)
68,良,1.1,九龙镇镇龙,13,60,63,_,49,11,广州,细颗粒物(PM2.5)
65,良,1.3,麓湖,67,12,41,64,47,12,广州,细颗粒物(PM2.5)
46,优,0.7,电子科大尧山校区,9,106,102,43,32,11,桂林,_
51,良,0.8,监测站,32,77,88,52,35,7,桂林,颗粒物(PM10)
50,优,0.8,龙隐路小学,17,100,101,50,35,17,桂林,_
54,良,0.9,八中,42,74,89,54,38,15,桂林,细颗粒物(PM2.5)
63,良,1.4,帽峰山森林公园,16,62,65,45,45,12,广州,细颗粒物(PM2.5)
